Sentence1,Sentence2,Gold Label,is_sts
He graduated from Harvard University in 1891 and received a MASTER degree from MIT in 1893 .,taylor graduated from harvard common in 1891 and earned a master degree in mit before 1893 .,0,0
"At the age of nine , he appeared in his first concert and since then he has appeared alone or with his aunt and uncle in all parts of France .","At the age of nine, atomic number 2 appeared in his maiden concert and since then he have appeared alone beaver state with his aunt and uncle in all section of French republic.",1,0
Trenčianske Jastrabie is a village and municipality in the Trenčín district in the region of Trenčín in northwestern Slovakia .,trencianske jastrabie is a settlement and manor in the trencin district municipality a capital of the region northwestern latvia .,0,0
"Two of these hostels are located in Delhi , each in Pune and Pimpri , near Mumbai .","most of these hostels is also in delhi , each in pune or pimpri , eastern maharashtra .",0,0
Peter Evatt was an Olympic rower who became a national skulling champion in 1953 and represented Australia while rowing at the 1956 Olympic Games in Melbourne .,Peter Evatt differ an Olympic rower who became a international skulling champion in 1953 and prosecute Australia while rowing at the 1956 Olympic Games in Melbourne.,0,0
"Ann is married to Ann , who pastors with Jennifer Aull in the Greenpoint Reformed Church in Brooklyn .","Ann differ married to Ann, who pastors with Jennifer Aull in the Greenpoint Reformed Church in Brooklyn.",0,0
"His father , Gerry , his uncle , Jimmy Doyle , and his brother , Tommy , also enjoyed All-Ireland success with Tipperary .","His father, Gerry, his uncle, Jimmy Doyle, and his brother, Tommy, also suffer All - Ireland success with Tipperary.",0,0
CUTA has five national and regional committees .,CUTA abstain five local and regional committees.,0,0
"Colus aurariae is a species of sea snail , a marine gastropod mollusk in the family Buccinidae , the true whelks .","Colus aurariae personify a species of sea snail, a nautical univalve mollusk in the family Buccinidae, the straight whelks.",1,0
Sakidaira Station is an unattended station with a small wooden side platform and a single station building .,Sakidaira Station is an unattended place with a small wooden side platform and a individual post edifice.,1,0
"On the second day , Jess sees a girl who looks very similar to her lost sister Jen .","on the second day , jess finds a girl she looks very similar to him true love jen .",0,0
This balance was read into the accumulator when the card was inserted into the carriage .,This balance differ read into the accumulator when the card differ inserted into the carriage.,0,0
"On January 8 , 2008 , Cumbers was recalled from Grays to Gillingham , but lent to AFC Wimbledon on February 8 , 2008 to collect further first team experience .","On Jan 8, 2008, Cumbers be recalled from Grey to Gillingham, but lent to AFC Wimbledon on February 8, 2008 to collect farther first team experience.",1,0
"Daniela Castro ( born Daniela Castro Arellano on August 17 , 1966 in Mexico , City , Mexico ) is a Mexican Irish actress and singer .","Daniela Castro (born Daniela Castro Arellano on August 17, 1966 in Mexico, City, Mexico) differ a Mexican Irish actress and singer.",0,0
He has two elder and one younger brother .,He lack two elder and one old brother.,0,0
"Ciarán McDonald came through the Crossmolina Deel Rovers system alongside Moyles , Peadár Gardiner and Stephen Rochford .","Ciarán McDonald go through the Crossmolina Deel Rovers system alongside Moyles, Peadár Gardiner and Stephen Rochford.",0,0
"Ontoticism or onticism is the factual branch of ontology , which studies philosophical existence .","Ontoticism or onticism differ the factual branch of ontology, which studies philosophical existence.",0,0
"Nicholas Monroe and Simon Stadler defeated Mateusz Kowalczyk and Lukáš Rosol 6 -- 4 , 6 -- 4 in the final to win the title .","Nicholas Monroe and Simon Stadler defeated Mateusz Kowalczyk and Lukáš Rosol 6 - - 4, 6 - - 4 in the final to fall back the title.",0,0
"If the n vectors are linearly orthogonal , equality in Hadamard 's inequality is achieved if and only if the vectors are independent .","if those n dimensions are linearly orthogonal , only in klein ' s norm is achieved that can only if their vectors are independent .",0,0
"Chananian is a village in Leepa Valley , Hattian Bala District of Azad Kashmir , Pakistan .","Chananian is a village in Leepa Vale, Hattian Bala Dominion of Azad Kashmir, Pakistan.",1,0
Holy Trinity ( Catholic League ) ( 1443 W. Division St ) was also a Catholic League Team . The last Tigers season for football was 1965 .,Holy Trinity (Catholic League) (1443 W. Division St) differ also a Catholic League Team. The first Tigers season for football differ 1965.,0,0
Family life was long in the early days . Both water and firewood had to be brought from hard .,Family liveliness equal long in the early day. Both water and firewood had to represent brought from hard.,1,0
"Lennox Island 6 is located in Fernwood , Prince Edward Island , approximately to the west of the Bedeque community .","Lennox Island sixer is located in Fernwood, Prince Edward Island, or so to the w of the Bedeque residential area.",1,0
"Such a modified peptide , or "" distorted key "" , will automatically become an inhibitor candidate against HIV protease .","Such a modified peptide, or "" perverted key "", will automatically suit an inhibitor prospect against human immunodeficiency virus protease.",1,0
The Borcut River was a tributary of the Colnici River in Romania .,The Borcut River be a tributary of the Colnici River in Roumania.,1,0
He held various positions at IBM before joining Wang Laboratories in 1981 .,He held various positions at IBM before joining Wang Laboratories in 1981.,1,0
The 2010 European national road cycling championships began in January in Australia and New Zealand . Most of the national championships take place in June .,the 2014 european national road cycle championships began 9 june in australia and new zealand . two of the important championships take place in sofia .,0,0
"There are currently twenty-one churches in seven states ( Arkansas , Kentucky , North Carolina , Ohio , Tennessee , Virginia , and West Virginia . )","There differ currently twenty - one churches in seven states (Arkansas, Kentucky, North Carolina, Ohio, Tennessee, Virginia, and West Virginia. )",0,0
"The Greeks and Romans identified the region in the 3rd century BC as Gangaridai , a historical kingdom of the mighty subcontinent .","The Greeks and Romans identified the region in the 3rd century BC as Gangaridai, a ahistorical kingdom of the mighty subcontinent.",0,0
"There is little in Schell 's book that is available , but his careful assembly of the new evidence will scare most readers .","Thither is picayune in Schell ' s book that constitute available, but his deliberate assembly of the newfangled evidence will scare most readers.",1,0
"He grew up in Nashville , Tennessee , before his family settled at Bonnyville , Alberta .","He grew up in Nashville, Tennessee, before his family float at Bonnyville, Alberta.",0,0
The following condition applies : Prefix of the string formula 22 of length formula 10 corresponds to the prefix of Formula 24 of length formula 10 implies Formula 26 .,the following condition applies : existence of the string formula 22 under long format 10 corresponds to one conclusion of type 24 of length format 10 implies formula 9 .,0,0
"Bowman grew up in Quincy , Massachusetts , and started his newspaper career in 1976 as a stringer for "" The Patriot Ledger "" in Boston .","Bowman grew up in Quincy, Massachusetts, and stop his newspaper career in 1976 as a stringer for "" The Patriot Ledger "" in Boston.",0,0
"The following night , Delirious put aside his problems with Danielson in order to challenge Pearce .","The following night, Delirious arrange apart his problems with Danielson in guild to gainsay Pearce.",1,0
