Sentence1,Sentence2,Gold Label
"While the shape of any military operation is unclear, Jakarta has boosted the number of troops and police in the resource-rich province to more than 45,000 from 38,000.","While the shape of any armed forces operation is indecipherable , Jakarta has boosted the number of troops and police in the resource-rich province to more than 45,000 from 38,000 .",1
"Five alternate jurors also were selected, with a sixth alternate to be picked on Friday.","Five switch jurors as well were selected , with a th alternate to be picked on Friday .",1
"In interviews with numerous engineers, most of whom have not spoken publicly until now, the lines of discord between NASA's engineers and managers stand out in stark relief.","In interviews with legion engineers , most of whom have not spoken publically until now , the lines of discord between NASA 's engineers and managers stand out in gross relief .",1
The FBI arrested a suburban Chicago man Wednesday and charged him with secretly collecting information on individuals in the United States who opposed Saddam Hussein's Iraqi government.,The FBI arrested a suburban Chicago man Wednesday and charged him with in secret collecting information on individuals in the United States who opposed Saddam Hussein 's Iraqi government .,1
"A Spanish tanker, Sandra Tapias, was to be loaded with another million barrels, bought by Spanish refiner Cepsa SA, in the afternoon.","A spanish people tanker , Sandra Tapias , was to be loaded with another million barrels , bought by spanish people refiner Cepsa SA , in the afternoon .",1
"Contractors Brian Rose, 36, and Joseph Quattrone, 35, who were convicted of submitting hundreds of phony invoices to Blue Cross, are to be sentenced in January.","Contractors Brian Rose , 36 , and Joseph Quattrone , 35 , who were convicted of submitting hundreds of phoney invoices to Blue Cross , are to be sentenced in January .",1
"""He died doing something he loved, which was flying his helicopters,"" said the father, who lives in Fairview Heights, just outside St. Louis, Mo.","`` He died doing something he loved , which was flying his helicopters , '' said the father , who lives in Fairview Heights , just external St. Louis , Mo .",1
"The answer is clearly yes,"" said Dr. Larry Norton, deputy physician-in-chief for breast-cancer programs at Memorial Sloan-Kettering Cancer Center in New York City.","The answer is understandably yes , '' said Dr. Larry Norton , lieutenant physician-in-chief for breast-cancer programs at Memorial Sloan-Kettering Cancer Center in New York City .",1
"Quattrone, 47, was highly influential working in the Palo Alto office of Credit Suisse First Boston during the tech bubble.","Quattrone , 47 , was extremely influential working in the Palo Alto office of Credit Suisse First Boston during the tech bubble .",1
"Dr Mark McClean, the family's GP, said had the drug been administered to Jonathan earlier, he would have retained more of his brain function.","Dr Mark McClean , the family 's GP , said had the drug been administered to Jonathan to begin with , he would have retained more of his brain function .",1
"This change in attitude gave upscale purveyors including Neiman Marcus Group Inc. and Nordstrom Inc., along with some boutique retailers, strong sales gains in May.","This change in attitude gave upscale purveyors including Neiman Marcus Group Inc. and Nordstrom Inc. , along with some boutique retailers , stiff sales gains in May .",1
President Vladimir Putin threw his weight for the first time on Saturday behind Russia's main pro-Kremlin political party ahead of parliamentary elections.,President Vladimir Putin threw his weight for the st time on Saturday behind Russia 's independent pro-Kremlin political party onward of parliamentary elections .,1
"In New York City, bars and restaurants that allow people to smoke can face hefty fines.","In New York City , bars and restaurants that allow people to smoke can face sizable fines .",1
"It is the first ""critical"" flaw discovered and fixed in the new Windows Server 2003.",It is the first base `` decisive '' flaw discovered and fixed in the raw Windows Server 2003 .,1
"Also Sunday, suspected rebels dynamited an oil pipeline in northeast Colombia.","likewise Sunday , suspected rebels dynamited an oil pipeline in northeast Colombia .",1
The capsule ended up on its side and appeared to have been dragged about 40ft by the main parachute after landing.,The capsule ended up on its side and appeared to have been dragged about 40ft by the briny parachute after landing .,1
"The chain, which has been under new management since late 1999, has more than 3,400 stores and $15.8 billion in annual revenue.","The chain , which has been under raw management since tardy 1999 , has more than 3,400 stores and $ 15.8 billion in one year revenue .",1
"Frank Partnoy, a securities-law professor at the University of San Diego School of Law, said the case suggests Merrill Lynch's oversight and control of its executives was inadequate.","Frank Partnoy , a securities-law professor at the University of San Diego School of Law , said the case suggests Merrill Lynch 's oversight and control of its executives was short .",1
"Symptoms of the E. coli infection include bloody diarrhea, nausea, vomiting and abdominal cramping.","Symptoms of the E. coli infection include flaming diarrhea , nausea , vomiting and abdominal muscle cramping .",1
