Sentence1,Sentence2,Gold Label,is_sts
What is the electrostatic potential on the surface of a conducting body?,Why is the conductor an equipotential surface in electrostatics?,1,0
When a rotating body contracts what work causes the change in its rotational KE,What is happening to rotational kinetic energy when moment of inertia is changed?,0,0
Does relative velocity also depend on the distance from which moving object is being viewed?,Why do far away objects appear to move slowly in comparison to nearby objects?,0,0
Which books/videos do you recommend for astrophysics?,What are good books for graduates/undergraduates in Astrophysics?,0,0
Why doesn't a electron stops to orbit the nucleus?,"Why do electrons occupy the space around nuclei, and not collide with them?",1,0
What is the proof for kinetic energy $= mv^2/2$?,"Why does kinetic energy increase quadratically, not linearly, with speed?",1,0
"What does that mean, a black hole ""rotates""?",How can a singularity in a black hole rotate if it's just a point?,1,0
Where does the component of the centripetal force in circular motion come from?,"If the ground's normal force cancels gravity, how does a person keep rotating with the Earth?",1,0
Can ultracentrifugation (very high gravity) influence time? (continued),Can a ultracentrifuge be used to test general relativity?,0,0
Why isn't the Doppler effect (for sound waves) symmetric with respect to source and receiver?,Is the Doppler effect for sound symmetrical for observer or source movement?,1,0
"If the lunar tides are stronger than solar tides, doesn't that imply the surface gravity of the moon is greater than the surface gravity of the sun?","Why is the Moon considered the major cause of tides, even though it is weaker than the Sun?",1,0
Why does not the Moon escape from the Earth?,Why does the Moon not revolve around the Sun directly?,1,0
Confusion regarding factor 2 in uncertainty principle,Factor 2 in Heisenberg Uncertainty Principle: Which formula is correct?,1,0
Intuition for Quantum Mechanics (if it exist!),What is a wave function in simple language?,0,0
Are both kinetic energy and momentum conserved when 2 objects undergo a collision?,How can momentum but not energy be conserved in an inelastic collision?,1,0
Difference between an entangled pair of photon and two magnets in a box?,Why is quantum entanglement considered to be an active link between particles?,1,0
What are some good textbooks on learning Quantum Field Theory?,A No-Nonsense Introduction to Quantum Field Theory,1,0
Why is Cosmic Microwave Background Radiation attributed to the Big Bang?,What evidence do we have that CMB is the result of the Big bang?,1,0
Is it possible to derive a non-mass gap from the Yang-Mills action?,Why is the Yang–Mills existence and mass gap problem so fundamental?,1,0
"What is the ""rate"" of the ""passage of time""? How does a physicist define and measure time?","What is time, does it flow, and if so what defines its direction?",1,0
What is wrong with particle acceleration based fusion?,Could we use particle colliders as fusion generators?,0,0
Why does foam build up when boiling food with the lid closed?,Cooking pasta: why does adding a lid lead to overflow?,1,0
How does Newton's 3rd Law apply to arm wrestling?,"Given Newton's third law, why are things capable of moving?",0,0
Why doesn't the wave's frequency change as it gets refracted?,Why does the frequency of a wave remain constant?,1,0
Spectrum of an operator with a center of attraction,Solution for inverse square potential in $d=3$ spatial dimensions in quantum mechanics,0,0
How can an electron have angular momentum when it doesn't orbit the nucleus?,What's is the origin of Orbital Angular Momentum of electrons in atoms?,0,0
How nuking the poles of Mars would create an atmosphere?,Using nuclear devices to terraform Mars: Elon Musk's nuclear proposal?,0,0
Is gravity due to the curvature of spacetime?,"How does ""curved space"" explain gravitational attraction?",0,0
What is the difference between conduction and convection?,"What exactly is the difference between radiation, conduction, and convection?",1,0
Should we stop saying that nothing can escape the event horizon of a black hole post LIGO?,"How does some of the black hole (BH) mass escape the event horizon (EH) of either BH, or the merged EH of two merged BHs?",1,0
"Do photons actually slow down in a medium, or is the speed decrease just apparent?",What is the mechanism behind the slowdown of light/photons in a transparent medium?,1,0
How can an observer know that he is in an accelerating reference frame?,Is conservation of momentum and energy valid for non-inertial frames?,0,0
Does nature have more than four dimensions?,Experimental evidence of a fourth spatial dimension?,0,0
Does friction in the given case take its maximum value directly so as to have rotational equilibrium or not ?,How to predict the motion of a cylinder on top of inclined plane in scenario with different coefficients of friction?,1,0
What is the escape velocity in the Kerr metric?,Escape velocity from a rotating black hole,0,0
Can electric field lines form close loops,Why can't electrostatic field lines form closed loops?,1,0
"Mathematical software for calculating Christoffel symbols, curvature, etc",Open source computer algebra systems for general relativity,0,0
How do a black hole made from electrons produce EM field?,Detection of the Electric Charge of a Black Hole,0,0
On force being directly proportional to the rate of change of momentum,"Are Newton's ""laws"" of motion laws or definitions of force and mass?",1,0
Relationship between $v_0$ and $I$ in a free fall ring with $R$ resistance,Why does a ring falling through a magnetic field experience an upward force?,1,0
Are there systems in classical mechanics that are provably non-deterministic?,What situations in classical physics are non-deterministic?,1,0
Photon energy depends on frequency (and/or amplitude)?,Amplitude of an electromagnetic wave containing a single photon,0,0
